2025-03-17 01:36:39,961 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-03-17 01:36:56,875 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-03-17 01:36:59,722 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-03-17 01:37:02,689 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 9090 (http)
2025-03-17 01:37:02,735 [main] INFO  o.a.coyote.http11.Http11NioProtocol - The ["http-nio-0.0.0.0-9090"] connector has been configured to support HTTP upgrade to [h2c]
2025-03-17 01:37:02,736 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-03-17 01:37:02,739 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-03-17 01:37:02,739 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2025-03-17 01:37:02,787 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-03-17 01:37:02,787 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 22661 ms
2025-03-17 01:37:03,077 [main] INFO  o.t.s.d.a.CachedAttributesService - Going to use directExecutor for the local cache type caffeine
2025-03-17 01:37:04,137 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Starting api usage service.
2025-03-17 01:37:04,143 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Started api usage service.
2025-03-17 01:37:06,612 [main] INFO  o.t.s.t.h.config.PayloadSizeFilter - Initialized payload size filter with configuration: /api/image*/**=52428800;/api/resource/**=52428800;/api/**=16777216
2025-03-17 01:37:06,711 [main] INFO  o.t.s.t.h.config.PayloadSizeFilter - Initialized payload size filter with configuration: /api/v1/*/rpc/**=65536;/api/v1/**=52428800
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: zookeeper.version=3.9.2-e454e8c7283100c7caec6dcae2bc82aaecb63023, built on 2024-02-12 20:59 UTC
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: host.name=28e4dcebdfed
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.version=17.0.13
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.vendor=Debian
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.home=/usr/lib/jvm/java-17-openjdk-amd64
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.class.path=/usr/share/thingsboard/bin/thingsboard.jar
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.io.tmpdir=/tmp
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.compiler=<NA>
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.name=Linux
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.arch=amd64
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.version=6.11.0-19-generic
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.name=thingsboard
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.home=/nonexistent
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.dir=/
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.free=94MB
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.max=1804MB
2025-03-17 01:37:07,296 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.total=298MB
2025-03-17 01:37:07,355 [main] INFO  d.n.internal.NashornDetection - Delight-nashorn-sandbox detected that JDK Nashorn is absent and standalone Nashorn is present, and will use Standalone Nashorn
2025-03-17 01:37:08,584 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Initializing Edge RPC service!
2025-03-17 01:37:08,920 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Going to start Edge RPC server using port: 7070
2025-03-17 01:37:09,037 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Edge RPC service initialized!
2025-03-17 01:37:09,533 [main] INFO  o.t.s.c.SystemInfoController - System build info: {"version":"3.9.1","artifact":"application","name":"ThingsBoard Server Application","type":"CE"}
2025-03-17 01:37:09,672 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Server DTLS Credentials: Skipping initialization of disabled SSL credentials.
2025-03-17 01:37:09,678 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Trust Credentials: Skipping initialization of disabled SSL credentials.
2025-03-17 01:37:09,689 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Bootstrap DTLS Credentials: Skipping initialization of disabled SSL credentials.
2025-03-17 01:37:10,431 [main] INFO  o.t.s.a.service.DefaultActorService - Initializing actor system.
2025-03-17 01:37:10,442 [main] INFO  o.t.s.a.service.DefaultActorService - Actor system initialized.
2025-03-17 01:37:10,905 [main] INFO  o.t.s.c.adaptor.JsonConverterConfig - JSON max string value length = 0
2025-03-17 01:37:10,906 [main] INFO  o.t.s.c.adaptor.JsonConverterConfig - JSON type cast enabled = true
2025-03-17 01:37:11,035 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Setting resource leak detector level to DISABLED
2025-03-17 01:37:11,035 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Starting MQTT transport...
2025-03-17 01:37:11,091 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Mqtt transport started!
2025-03-17 01:37:11,172 [main] INFO  o.e.c.elements.config.Configuration - defaults added COAP.
2025-03-17 01:37:11,190 [main] INFO  o.e.c.elements.config.Configuration - defaults added UDP.
2025-03-17 01:37:11,191 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-03-17 01:37:11,222 [main] INFO  org.eclipse.californium.ban - Started.
2025-03-17 01:37:11,224 [main] INFO  o.e.c.core.network.CoapEndpoint - coap CoapEndpoint uses udp context
2025-03-17 01:37:11,243 [main] INFO  o.e.c.elements.config.Configuration - defaults added SYS.
2025-03-17 01:37:11,243 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - coap BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-03-17 01:37:11,257 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-03-17 01:37:11,270 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 1 sender threads and 1 receiver threads
2025-03-17 01:37:11,277 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5683, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-03-17 01:37:11,278 [main] INFO  o.e.c.core.network.CoapEndpoint - coap Started endpoint at coap://[0:0:0:0:0:0:0:0]:5683
2025-03-17 01:37:11,292 [main] INFO  o.t.s.t.coap.CoapTransportService - Starting CoAP transport...
2025-03-17 01:37:11,299 [main] INFO  o.t.s.t.coap.CoapTransportService - CoAP transport started!
2025-03-17 01:37:11,375 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Starting LwM2M transport bootstrap server...
2025-03-17 01:37:11,397 [main] INFO  o.e.c.elements.util.JceProviderUtil - JCE default setup
2025-03-17 01:37:11,414 [main] INFO  o.e.c.elements.util.JceProviderUtil - RSA: true, EC: true, AES: not restricted
2025-03-17 01:37:11,420 [main] INFO  o.e.c.elements.util.JceProviderUtil - EdDSA supported by SunEC, Ed25519: true, Ed448: true
2025-03-17 01:37:11,420 [main] INFO  o.e.c.elements.util.JceProviderUtil - JCE setup: SunEC version 17, ready.
2025-03-17 01:37:11,468 [main] INFO  o.e.c.elements.config.Configuration - defaults added DTLS.
2025-03-17 01:37:11,713 [main] WARN  o.e.l.s.b.LeshanBootstrapServerBuilder - configStore is set but you also provide a custom SessionManager so this store will not be used
2025-03-17 01:37:11,718 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-03-17 01:37:11,718 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] CoapEndpoint uses udp context
2025-03-17 01:37:11,719 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coap://0.0.0.0:5687] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-03-17 01:37:11,724 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Unable to load X509 files for LWM2MServer
2025-03-17 01:37:11,725 [main] WARN  o.e.l.s.c.b.e.c.CoapsBootstrapServerEndpointFactory - PskStore should be automatically set by Leshan. Using a custom implementation is not advised.
2025-03-17 01:37:11,747 [main] INFO  o.e.c.s.d.InMemoryReadWriteLockConnectionStore - Created new InMemoryConnectionStore [capacity: 150000, connection expiration threshold: 1800s]
2025-03-17 01:37:11,750 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2025-03-17 01:37:11,750 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] CoapEndpoint uses lwm2m correlation
2025-03-17 01:37:11,750 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coaps://0.0.0.0:5688] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-03-17 01:37:11,753 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-03-17 01:37:11,755 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2025-03-17 01:37:11,755 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-03-17 01:37:11,756 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5687
2025-03-17 01:37:11,758 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-03-17 01:37:11,759 [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688]
2025-03-17 01:37:11,759 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688]
2025-03-17 01:37:11,759 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-03-17 01:37:11,760 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5688
2025-03-17 01:37:11,760 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - Bootstrap server started.
2025-03-17 01:37:11,760 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5687.
2025-03-17 01:37:11,760 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5688.
2025-03-17 01:37:11,760 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2025-03-17 01:37:11,971 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2025-03-17 01:37:12,515 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2025-03-17 01:37:13,185 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-03-17 01:37:13,333 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Deferred [Mvc [pattern='/*.js'], Ant [pattern='/*.js']], Deferred [Mvc [pattern='/*.css'], Ant [pattern='/*.css']], Deferred [Mvc [pattern='/*.ico'], Ant [pattern='/*.ico']], Deferred [Mvc [pattern='/assets/**'], Ant [pattern='/assets/**']], Deferred [Mvc [pattern='/static/**'], Ant [pattern='/static/**']]] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1d490b2b, org.springframework.security.web.header.HeaderWriterFilter@25671809, org.springframework.security.web.csrf.CsrfFilter@515bd465, org.springframework.security.web.authentication.logout.LogoutFilter@5e085937, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@24264101, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62227920, org.springframework.security.web.access.ExceptionTranslationFilter@75c29ed2, org.springframework.security.web.access.intercept.AuthorizationFilter@6a4a9fa1]
2025-03-17 01:37:13,496 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@b153542, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a1d6a2e, org.springframework.security.web.context.SecurityContextHolderFilter@e3c851f, org.springframework.web.filter.CorsFilter@206b47bc, org.springframework.security.web.authentication.logout.LogoutFilter@765799fa, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@8f98599, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@2c49edfa, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@1600e52d, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@531dcd73, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@b1319b9, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@4a3ab00a, org.thingsboard.server.transport.http.config.PayloadSizeFilter@1dd41998, org.thingsboard.server.config.RateLimitProcessingFilter@794cc43a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7bc4eca2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@231506ac, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@684aad75, org.springframework.security.web.session.SessionManagementFilter@2e8dcab1, org.springframework.security.web.access.ExceptionTranslationFilter@51835189, org.springframework.security.web.access.intercept.AuthorizationFilter@1ecb0042]
2025-03-17 01:37:13,507 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/api/v1/**'] with [org.springframework.security.web.session.DisableEncodeUrlFilter@26ad71a0, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@611ee8c5, org.springframework.security.web.context.SecurityContextHolderFilter@28e0de20, org.springframework.security.web.header.HeaderWriterFilter@5b4171a3, org.springframework.web.filter.CorsFilter@206b47bc, org.springframework.security.web.authentication.logout.LogoutFilter@167a31c9, org.thingsboard.server.transport.http.config.PayloadSizeFilter@622aa1bc, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@f314198, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@68d941fe, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6623299e, org.springframework.security.web.access.ExceptionTranslationFilter@1cff6e1e, org.springframework.security.web.access.intercept.AuthorizationFilter@31b6ea38]
2025-03-17 01:37:15,602 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2025-03-17 01:37:15,602 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2025-03-17 01:37:15,602 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2025-03-17 01:37:15,622 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-03-17 01:37:15,644 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2025-03-17 01:37:15,686 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 36.318 seconds (process running for 37.911)
2025-03-17 01:37:15,706 [main] INFO  o.t.s.q.c.c.QueueConsumerManager - [TB Version Control] Launching consumer
2025-03-17 01:37:15,706 [TB-Scheduling-3] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-17 01:37:15,711 [main] INFO  o.t.s.q.d.HashPartitionService - Recalculating partitions
2025-03-17 01:37:15,711 [main] INFO  o.t.s.q.d.HashPartitionService - [28e4dcebdfed] Found common server: [TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]
2025-03-17 01:37:15,720 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(HighPriority,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(SequentialByOriginator,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Main,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-03-17 01:37:15,725 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2025-03-17 01:37:15,727 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.hp.9, tb_rule_engine.hp.7, tb_rule_engine.hp.8, tb_rule_engine.hp.5, tb_rule_engine.hp.6, tb_rule_engine.hp.3, tb_rule_engine.hp.4, tb_rule_engine.hp.1, tb_rule_engine.hp.2, tb_rule_engine.hp.0], removed partitions: []
2025-03-17 01:37:15,728 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_VC_EXECUTOR,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-03-17 01:37:15,728 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Edge,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-03-17 01:37:15,730 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.main.8, tb_rule_engine.main.9, tb_rule_engine.main.6, tb_rule_engine.main.7, tb_rule_engine.main.4, tb_rule_engine.main.5, tb_rule_engine.main.2, tb_rule_engine.main.3, tb_rule_engine.main.0, tb_rule_engine.main.1], removed partitions: []
2025-03-17 01:37:15,730 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)] Added partitions: [tb_rule_engine.sq.9, tb_rule_engine.sq.8, tb_rule_engine.sq.7, tb_rule_engine.sq.2, tb_rule_engine.sq.1, tb_rule_engine.sq.0, tb_rule_engine.sq.6, tb_rule_engine.sq.5, tb_rule_engine.sq.4, tb_rule_engine.sq.3], removed partitions: []
2025-03-17 01:37:15,731 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-8] Launching consumer
2025-03-17 01:37:15,732 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-9] Launching consumer
2025-03-17 01:37:15,732 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-9] Launching consumer
2025-03-17 01:37:15,734 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-9] Launching consumer
2025-03-17 01:37:15,735 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-7] Launching consumer
2025-03-17 01:37:15,735 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-8] Launching consumer
2025-03-17 01:37:15,736 [tb-rule-engine-mgmt-0-2] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)-7] Launching consumer
2025-03-17 01:37:15,736 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-6] Launching consumer
2025-03-17 01:37:15,736 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] CURRENT PARTITIONS: []
2025-03-17 01:37:15,737 [device-state-scheduled-22-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] CURRENT PARTITIONS: []
2025-03-17 01:37:15,737 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-7] Launching consumer
2025-03-17 01:37:15,738 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-4] Launching consumer
2025-03-17 01:37:15,738 [tb-rule-engine-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(HighPriority,TB_RULE_ENGINE,system)-8] Launching consumer
2025-03-17 01:37:15,738 [tb-rule-engine-mgmt-0-3] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)-5] Launching consumer
